Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4449551,,0,276.77,0,4.41,22,Oc1ccc(Cl)cc1-c1cncn1C1CCCCC1,IC50,=',1900,nM,5.72,,,UO_0000065,20.67,0.41,1.31,15.04,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4439222,,0,286.37,0,4.13,36,Oc1cccc(OCCC2CCCCC2)c1-c1cnc[nH]1,IC50,=',1700,nM,5.77,,,UO_0000065,20.15,0.38,1.64,9.92,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4439809,,0,283.36,0,3.03,75,OC(CC1c2ccccc2-c2cncn21)c1cncs1,IC50,=',1800,nM,5.75,,,UO_0000065,20.27,0.39,2.71,11.28,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4566253,,0,325.41,0,2.46,87,CC(=O)N1CCC(C(O)CC2c3ccccc3-c3cncn32)CC1,IC50,=',2500,nM,5.6,,,UO_0000065,17.22,0.32,3.14,9.6,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4563021,,0,300.38,0,3.92,98,OC(CC1c2cc(F)ccc2-c2cncn21)C1CCCCC1,IC50,=',420,nM,6.38,,,UO_0000065,21.23,0.4,2.46,16.76,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4450473,,0,401.51,0,4.19,116,O=C(N[C@H]1CC[C@H](C(O)CC2c3ccccc3-c3cncn32)CC1)c1ccccc1,IC50,=',50,nM,7.3,,,UO_0000065,18.18,0.33,3.11,10.87,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4530496,,0,316.38,0,2.89,130,O[C@H](C[C@H]1c2c(F)cccc2-c2cncn21)[C@H]1CC[C@@H](O)CC1,IC50,=',90,nM,7.05,,,UO_0000065,22.27,0.42,4.16,12.09,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4551141,,0,281.4,0,3.75,54,NC(CC1c2ccccc2-c2cncn21)C1CCCCC1,IC50,=',1100,nM,5.96,,,UO_0000065,21.17,0.39,2.21,13.59,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4464867,,0,194.62,0,2.44,13,Oc1c(Cl)cccc1-c1cnc[nH]1,IC50,=',32000,nM,4.5,,,UO_0000065,23.1,0.47,2.05,9.19,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4581555,,0,212.61,0,2.57,14,Oc1c(Cl)cc(F)cc1-c1cnc[nH]1,IC50,=',47000,nM,4.33,,,UO_0000065,20.36,0.42,1.76,8.85,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4589736,,0,244.34,0,3.89,29,CC(C)(C)CCOc1ccccc1-c1cnc[nH]1,IC50,=',7800,nM,5.11,,,UO_0000065,20.9,0.39,1.22,13.47,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4466391,,0,270.38,0,4.43,33,c1ccc(-c2cnc[nH]2)c(OCCC2CCCCC2)c1,IC50,=',3800,nM,5.42,,,UO_0000065,20.05,0.37,0.99,14.3,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4585404,,0,172.19,0,1.62,41,Oc1cccc2c1-c1cncn1C2,IC50,=',3100,nM,5.51,,,UO_0000065,31.99,0.58,3.89,14.48,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4542931,,0,280.33,0,2.31,79,Cn1cc(C(O)CC2c3ccccc3-c3cncn32)cn1,IC50,=',1200,nM,5.92,,,UO_0000065,21.12,0.39,3.61,10.6,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4550278,,0,401.51,0,4.19,118,O=C(N[C@H]1CC[C@@H](C(O)CC2c3ccccc3-c3cncn32)CC1)c1ccccc1,IC50,=',72,nM,7.14,,,UO_0000065,17.79,0.33,2.95,10.64,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4476312,,0,316.38,0,2.89,127,OC(CC1c2c(F)cccc2-c2cncn21)[C@H]1CC[C@H](O)CC1,IC50,=',200,nM,6.7,,,UO_0000065,21.17,0.4,3.81,11.49,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4446572,,0,316.38,0,2.89,132,O[C@@H](C[C@H]1c2c(F)cccc2-c2cncn21)[C@H]1CC[C@H](O)CC1,IC50,=',42,nM,7.38,,,UO_0000065,23.32,0.44,4.49,12.66,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4466840,,0,250.3,0,3.66,26,c1ccc(COc2ccccc2-c2cnc[nH]2)cc1,IC50,=',18000,nM,4.75,,,UO_0000065,18.96,0.34,1.08,12.52,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4576216,,0,174.2,0,2.09,5,Cc1ccc(O)c(-c2cnc[nH]2)c1,IC50,=',640,nM,6.19,,,UO_0000065,35.56,0.65,4.1,12.66,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4466768,,0,178.17,0,1.92,7,Oc1ccc(F)cc1-c1cnc[nH]1,IC50,=',1700,nM,5.77,,,UO_0000065,32.38,0.61,3.85,11.8,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4466912,,0,244.34,0,3.69,21,CC(C)(C)CCn1cncc1-c1ccccc1O,IC50,=',23000,nM,4.64,,,UO_0000065,18.98,0.35,0.95,12.19,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4529846,,0,230.31,0,3.5,30,CC(C)CCOc1ccccc1-c1cnc[nH]1,IC50,=',6600,nM,5.18,,,UO_0000065,22.49,0.42,1.68,13.67,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4461262,,0,393.53,0,4.02,88,O=C(C1CCCCC1)N1CCC(C(O)CC2c3ccccc3-c3cncn32)CC1,IC50,=',670,nM,6.17,,,UO_0000065,15.69,0.29,2.15,10.58,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4576829,,0,336.36,0,4.17,110,OC(CC1c2c(F)cccc2-c2cncn21)C1CCC(F)(F)CC1,IC50,=',100,nM,7,,,UO_0000065,20.81,0.4,2.83,18.4,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4437180,,0,168.2,0,2.49,45,c1ccc2c(c1)ccn1cncc21,IC50,=',22000,nM,4.66,,,UO_0000065,27.69,0.49,2.17,26.92,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4449872,,0,277.33,0,2.97,71,OC(CC1c2ccccc2-c2cncn21)c1ccncc1,IC50,=',370,nM,6.43,,,UO_0000065,23.19,0.42,3.46,12.63,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4571106,,0,405.47,0,3.9,89,O=C(c1ccc(F)cc1)N1CCC(C(O)CC2c3ccccc3-c3cncn32)CC1,IC50,=',2400,nM,5.62,,,UO_0000065,13.86,0.26,1.72,9.63,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4473619,,0,403.49,0,2.48,93,O=C(Cc1cncnc1)N1CCC(C(O)CC2c3ccccc3-c3cncn32)CC1,IC50,=',700,nM,6.16,,,UO_0000065,15.25,0.28,3.67,7.32,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4467206,,0,316.38,0,2.89,131,O[C@@H](C[C@@H]1c2c(F)cccc2-c2cncn21)[C@H]1CC[C@@H](O)CC1,IC50,=',1500,nM,5.82,,,UO_0000065,18.41,0.35,2.93,9.99,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4527226,,0,256.35,0,4.04,32,c1ccc(-c2cnc[nH]2)c(OCCC2CCCC2)c1,IC50,=',7200,nM,5.14,,,UO_0000065,20.06,0.37,1.1,13.57,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4557547,,0,156.19,0,1.91,37,c1ccc2c(c1)Cn1cncc1-2,IC50,=',5700,nM,5.24,,,UO_0000065,33.58,0.6,3.33,29.43,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4562289,,0,316.38,0,2.89,126,OC(CC1c2c(F)cccc2-c2cncn21)[C@H]1CC[C@@H](O)CC1,IC50,=',260,nM,6.58,,,UO_0000065,20.81,0.39,3.7,11.3,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4473563,,0,254.29,0,2.35,35,c1ccc(-c2cnc[nH]2)c(OCCn2cccn2)c1,IC50,=',44000,nM,4.36,,,UO_0000065,17.13,0.31,2.01,7.82,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4455007,,0,194.62,0,2.44,4,Oc1ccc(Cl)cc1-c1cnc[nH]1,IC50,=',490,nM,6.31,,,UO_0000065,32.42,0.66,3.87,12.9,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
CHEMBL4524705,,0,274.32,0,3.73,64,O=C(CC1c2ccccc2-c2cncn21)c1ccccc1,IC50,=',5200,nM,5.28,,,UO_0000065,19.26,0.34,1.55,15.14,FALSE,CHEMBL4367261,Inhibition of purified human IDO1 using L-tryptophan as substrate preincubated for 5 mins followed by substrate addition and measured after 15 mins by spectrophotometric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,CHEMBL4364294,1,Scientific Literature,J Med Chem,2019,None,
