Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4649396,,0,645.55,1,4.86,1p,CC[C@H]1CCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl,IC50,=',13,nM,7.89,,,UO_0000065,12.22,0.27,3.03,6.13,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4636559,,0,741.54,2,5.45,4b,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)N3CC4(C3)CC(O)(C(F)(F)F)C4)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,IC50,=',71,nM,7.15,,,UO_0000065,9.64,0.21,1.7,5.96,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4635866,,0,679.52,1,4.86,3g,CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)(F)CC2)c(-c2ccc(S(=O)(=O)NC3(C(F)(F)F)CC3)c(Cl)c2Cl)s1,IC50,=',8.2,nM,8.09,,,UO_0000065,11.9,0.26,3.23,6.28,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4646821,,0,633.54,1,4.72,2b,CCCN(CC)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl,IC50,=',6,nM,8.22,,,UO_0000065,12.98,0.29,3.5,6.39,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4643849,,0,721.6,1,4.18,4m,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)N3CC4(C3)CS(=O)(=O)C4)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,IC50,=',35,nM,7.46,,,UO_0000065,10.33,0.23,3.28,5.57,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4649882,,0,657.56,1,4.86,2p,CCN(C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl)C12CC(C1)C2,IC50,=',9.3,nM,8.03,,,UO_0000065,12.21,0.27,3.17,6.24,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4646545,,0,629.51,1,3.94,1s,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CC3CC3C2)c(Cl)c1Cl)C(F)(F)F,IC50,=',36,nM,7.44,,,UO_0000065,11.82,0.26,3.5,5.78,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4644115,,0,663.54,1,4.81,1h,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(C)(F)CC2)c(Cl)c1Cl)C(F)(F)F,IC50,=',20,nM,7.7,,,UO_0000065,11.6,0.26,2.89,5.98,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4635258,,0,656.51,1,4.91,4c,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)N3CC(C)(C#N)C3)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,IC50,=',76,nM,7.12,,,UO_0000065,10.84,0.24,2.21,5.77,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4635066,,0,701.59,2,5.61,4k,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NC3CC34CCOCC4)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,IC50,=',5.1,nM,8.29,,,UO_0000065,11.82,0.26,2.68,7.05,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4643075,,0,649.52,1,4.42,3a,C[C@@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,IC50,=',138,nM,6.86,,,UO_0000065,10.56,0.23,2.44,5.33,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4636006,,0,717.55,1,4.3,4f,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)c3noc(=O)[nH]3)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,IC50,=',2014,nM,5.7,,,UO_0000065,7.94,0.17,1.4,3.4,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4636441,,0,681.53,2,5.11,3f,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)CC2)c(Cl)c1Cl)C(F)(F)F,IC50,=',9,nM,8.05,,,UO_0000065,11.81,0.26,2.94,6.25,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4642426,,0,643.13,1,4.47,5d,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1C)C(F)(F)F,IC50,=',13,nM,7.89,,,UO_0000065,12.26,0.26,3.42,6.13,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4647147,,0,653.48,1,4.33,1t,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)C2)c(Cl)c1Cl)C(F)(F)F,IC50,=',34,nM,7.47,,,UO_0000065,11.43,0.25,3.14,5.8,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4637844,,0,665.08,1,4.59,5f,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)CC2)c(Cl)c1F)C(F)(F)F,IC50,=',36,nM,7.44,,,UO_0000065,11.19,0.24,2.85,5.78,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4648138,,0,649.52,2,5.02,4p,C[C@H](NS(=O)(=O)c1ccc(-c2sc(NC(=O)CC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,IC50,=',32,nM,7.5,,,UO_0000065,11.54,0.26,2.47,5.82,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4646424,,0,691.6,2,5.45,3d,CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)CC2)c(-c2ccc(S(=O)(=O)N[C@@H](C(C)(C)C)C(F)(F)F)c(Cl)c2Cl)s1,IC50,=',8,nM,8.1,,,UO_0000065,11.71,0.26,2.65,6.29,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4639848,,0,607.56,1,4.02,3e,CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)CC2)c(-c2ccc(S(=O)(=O)NC3(C)CC3)c(Cl)c2Cl)s1,IC50,=',44,nM,7.36,,,UO_0000065,12.11,0.26,3.34,5.72,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4643996,,0,649.52,1,4.42,1g,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,IC50,=',28,nM,7.55,,,UO_0000065,11.63,0.26,3.13,5.87,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4645338,,0,645.55,1,4.86,2n,CCN(C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl)C1CCC1,IC50,=',10,nM,8,,,UO_0000065,12.39,0.27,3.14,6.22,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4644848,,0,677.57,2,5.2,4i,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,IC50,=',13,nM,7.89,,,UO_0000065,11.64,0.26,2.69,6.13,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4646215,,0,658.69,2,5.02,5j,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCCC[C@@H]2C)c(C(F)F)c1F)C(F)(F)F,IC50,=',26,nM,7.58,,,UO_0000065,11.52,0.24,2.57,5.89,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4646118,,0,667.51,1,4.72,1f,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)CC2)c(Cl)c1Cl)C(F)(F)F,IC50,=',19,nM,7.72,,,UO_0000065,11.57,0.26,3,6,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4648158,,0,649.52,1,4.42,1n,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC[C@@H]2CF)c(Cl)c1Cl)C(F)(F)F,IC50,=',44,nM,7.36,,,UO_0000065,11.33,0.25,2.94,5.72,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4639653,,0,633.54,1,4.72,5a,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N(CC)CC)c(Cl)c1Cl)C(F)(F)F,IC50,=',12,nM,7.92,,,UO_0000065,12.5,0.28,3.2,6.15,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4649516,,0,690.57,1,4.55,4h,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCCC(C)(C)C(N)=O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,IC50,=',119,nM,6.92,,,UO_0000065,10.03,0.22,2.37,4.57,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4643780,,0,658.53,2,5.2,4d,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)C#N)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,IC50,=',9,nM,8.05,,,UO_0000065,12.22,0.27,2.85,6.08,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4648715,,0,644.66,1,4.63,5i,C[C@H]1CCCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(F)c1C(F)F,IC50,=',32,nM,7.5,,,UO_0000065,11.63,0.24,2.86,5.82,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4643999,,0,625.55,1,4.32,3h,CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)(F)CC2)c(-c2ccc(S(=O)(=O)NC3(C)CC3)c(Cl)c2Cl)s1,IC50,=',116,nM,6.94,,,UO_0000065,11.09,0.24,2.62,5.39,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
CHEMBL4642257,,0,619.52,1,4.23,2g,CC(C)CNC(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl,IC50,=',320,nM,6.5,,,UO_0000065,10.48,0.23,2.26,4.72,FALSE,CHEMBL4620706,Inverse agonist activity at human RORgammat LBD by M1H cell based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1741186,Nuclear receptor ROR-gamma,Homo sapiens,SINGLE PROTEIN,CHEMBL4619752,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,
