Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4461533,,0,462.12,,,26,N=C(N)c1ccc(C2Cc3cc(Cl)c(F)cc3B(O)O2)cc1OCc1cccnc1,IC50,'=',1.259,nM,8.9,,,UO_0000065,20.91,,,,FALSE,CHEMBL4400476,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins using 1 x 10'10M enzyme by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4447752,,0,477.68,,,21,N=C(N)c1ccc(C2Cc3ccc(C(F)(F)F)cc3B(O)O2)cc1OCc1cccnc1,IC50,'=',0.5012,nM,9.3,,,UO_0000065,21.08,,,,FALSE,CHEMBL4400476,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins using 1 x 10'10M enzyme by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4464120,,0,427.67,,,20,N=C(N)c1ccc(C2Cc3ccc(F)cc3B(O)O2)cc1OCc1cccnc1,IC50,'=',7.943,nM,8.1,,,UO_0000065,20.71,,,,FALSE,CHEMBL4400476,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins using 1 x 10'10M enzyme by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4465992,,0,302.57,,,10,N=C(N)c1ccc(C2Cc3ccccc3B(O)O2)cc1,IC50,'=',79.43,nM,7.1,,,UO_0000065,26.68,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4517343,,0,443.14,,,16,N=C(N)c1ccc(C2Cc3ccccc3B(O)O2)cc1OCc1cccc(Cl)c1,IC50,'=',5.012,nM,8.3,,,UO_0000065,20.41,,,,FALSE,CHEMBL4400476,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins using 1 x 10'10M enzyme by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4535907,,0,443.14,,,15,N=C(N)c1ccc(C2Cc3ccccc3B(O)O2)cc1OCc1ccccc1Cl,IC50,'=',10,nM,8,,,UO_0000065,19.67,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4579813,,0,409.68,,,14,N=C(N)c1ccc(C2Cc3ccccc3B(O)O2)cc1OCc1cccnc1,IC50,'=',3.981,nM,8.4,,,UO_0000065,22.51,,,,FALSE,CHEMBL4400476,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins using 1 x 10'10M enzyme by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4440493,,0,254.53,,,13,N=C(N)c1ccc(C2CCCB(O)O2)cc1,IC50,'=',39810.72,nM,4.4,,,UO_0000065,20.18,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4473069,,0,477.68,,,22,N=C(N)c1ccc(CC2OB(O)c3cc(C(F)(F)F)ccc32)cc1OCc1cccnc1,IC50,'=',12.59,nM,7.9,,,UO_0000065,17.9,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4543039,,0,427.67,,,19,N=C(N)c1ccc(CC2OB(O)c3cc(F)ccc32)cc1OCc1cccnc1,IC50,'=',6.31,nM,8.2,,,UO_0000065,20.96,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4448315,,0,427.67,,,23,N=C(N)c1ccc(CC2OB(O)c3ccc(F)cc32)cc1OCc1cccnc1,IC50,'=',15.85,nM,7.8,,,UO_0000065,19.94,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4473412,,0,302.57,,,11,N=C(N)c1ccc(CC2OB(O)c3ccccc32)cc1,IC50,'=',158.49,nM,6.8,,,UO_0000065,25.55,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4436048,,0,409.68,,,17,N=C(N)c1ccc(CC2OB(O)c3ccccc32)cc1OCc1cccnc1,IC50,'=',19.95,nM,7.7,,,UO_0000065,20.63,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4520761,,0,318.57,,,4,N=C(N)c1ccc(COc2ccc3c(c2)B(O)OC3)cc1,IC50,'=',39810.72,nM,4.4,,,UO_0000065,15.6,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4458545,,0,318.57,,,7,N=C(N)c1ccc(COc2ccc3c(c2)COB3O)cc1,IC50,'=',6309.57,nM,5.2,,,UO_0000065,18.43,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4560975,,0,318.57,,,2,N=C(N)c1ccc(COc2cccc3c2B(O)OC3)cc1,IC50,'=',31622.78,nM,4.5,,,UO_0000065,15.95,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4456068,,0,331.61,,,12,N=C(N)c1ccc(NCC2Cc3ccccc3B(O)O2)cc1,IC50,'=',1584.89,nM,5.8,,,UO_0000065,19.65,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4517626,,0,434.93,0,3.95,Ex 20,N=C(N)c1ccc(NCc2nc(-c3ccccc3)c[nH]2)cc1OCc1ccccn1,IC50,'=',125.89,nM,6.9,,,UO_0000065,17.32,0.31,2.95,6.12,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4576787,,0,435.92,0,3.34,Ex 22,N=C(N)c1ccc(NCc2nc(-c3ccccc3)c[nH]2)cc1OCc1ncccn1,IC50,'=',79.43,nM,7.1,,,UO_0000065,17.77,0.32,3.76,5.65,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4435901,,0,387.87,0,2.34,Ex 14,N=C(N)c1ccc(NCc2nc(-c3ccccc3)c[nH]2)cc1OCCO,IC50,'=',3981.07,nM,5.4,,,UO_0000065,15.37,0.28,3.06,4.5,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4456567,,0,336.23,0,3.11,Ex 5,N=C(N)c1ccc(NCc2nc3cc(Cl)ccc3[nH]2)cc1,IC50,'=',10000,nM,5,,,UO_0000065,16.68,0.33,1.89,5.52,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4461888,,0,251.72,0,1.31,Ex 8,N=C(N)c1ccc(NCc2ncc[nH]2)cc1,IC50,'=',25118.86,nM,4.6,,,UO_0000065,21.37,0.39,3.29,5.08,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4572808,,0,304.54,,,6,N=C(N)c1ccc(Oc2ccc3c(c2)B(O)OC3)cc1,IC50,'=',50118.72,nM,4.3,,,UO_0000065,16.04,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4458035,,0,318.57,,,5,N=C(N)c1ccc(OCc2ccc3c(c2)B(O)OC3)cc1,IC50,'=',6309.57,nM,5.2,,,UO_0000065,18.43,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4559317,,0,302.57,,,9,N=C(N)c1cccc(C2Cc3ccccc3B(O)O2)c1,IC50,'=',3981.07,nM,5.4,,,UO_0000065,20.29,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4569255,,0,318.57,,,3,N=C(N)c1cccc(COc2ccc3c(c2)B(O)OC3)c1,IC50,'=',12589.25,nM,4.9,,,UO_0000065,17.37,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4452027,,0,378.48,0,2.91,Ex 15,CN(C)CCOc1cc(NCc2nc(-c3ccccc3)c[nH]2)ccc1C(=N)N,IC50,'=',15848.93,nM,4.8,,,UO_0000065,12.68,0.23,1.89,4.66,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4453014,,0,293.33,0,2.11,Ex 1,Cn1c(C(=O)Nc2ccc(C(=N)N)cc2)nc2ccccc21,IC50,'=',12589.25,nM,4.9,,,UO_0000065,16.7,0.3,2.79,5.06,TRUE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
