Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL3780321,,0,193.29,0,2.35,19,Cc1cnc(N)nc1CCC(C)(C)C,IC50,=',1.8,nM,8.74,,,UO_0000065,45.24,0.85,6.39,16.88,FALSE,CHEMBL3782136,Inhibition of recombinant MTH1 (unknown origin) assessed as hydrolysis of 8-oxodGTP to 8-oxodGMP and pyrophosphate by PPiLight assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3781296,,0,231.68,0,1.11,8,CC(C)(CO)COc1nc(N)ncc1Cl,IC50,=',22,nM,7.66,,,UO_0000065,33.05,0.7,6.55,9.42,FALSE,CHEMBL3782136,Inhibition of recombinant MTH1 (unknown origin) assessed as hydrolysis of 8-oxodGTP to 8-oxodGMP and pyrophosphate by PPiLight assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3781861,,0,180.25,0,1.52,14,CC(C)(C)CNc1ccnc(N)n1,IC50,=',84,nM,7.08,,,UO_0000065,39.26,0.74,5.56,11.09,FALSE,CHEMBL3782136,Inhibition of recombinant MTH1 (unknown origin) assessed as hydrolysis of 8-oxodGTP to 8-oxodGMP and pyrophosphate by PPiLight assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3781316,,0,269.14,0,3.07,TH287,CNc1cc(-c2cccc(Cl)c2Cl)nc(N)n1,IC50,=',0.8,nM,9.1,,,UO_0000065,33.8,0.73,6.03,14.25,TRUE,CHEMBL3782137,Inhibition of recombinant human MTH1 assessed as hydrolysis of dGTP to dGMP and pyrophosphate after 15 mins by malachite green-based microplate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3781316,,0,269.14,0,3.07,TH287,CNc1cc(-c2cccc(Cl)c2Cl)nc(N)n1,IC50,=',1.6,nM,8.8,,,UO_0000065,32.68,0.71,5.73,13.78,FALSE,CHEMBL3782136,Inhibition of recombinant MTH1 (unknown origin) assessed as hydrolysis of 8-oxodGTP to 8-oxodGMP and pyrophosphate by PPiLight assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3780962,,0,208.31,0,1.85,18,Cc1cnc(N)nc1N(C)CC(C)(C)C,IC50,=',0.2,nM,9.7,,,UO_0000065,46.56,0.88,7.85,17.62,FALSE,CHEMBL3782136,Inhibition of recombinant MTH1 (unknown origin) assessed as hydrolysis of 8-oxodGTP to 8-oxodGMP and pyrophosphate by PPiLight assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL4079884,,0,285.73,0,3.24,6,CNC(=O)c1cc2c(-c3cccc(Cl)c3)ccnc2[nH]1,IC50,=',12,nM,7.92,,,UO_0000065,27.72,0.54,4.68,13.71,FALSE,CHEMBL4037917,Inhibition of human full length MTH1 using 8-Oxo-2-dGTP as substrate preincubated for 15 mins followed substrate addition measured after 1 hr by PPilight pyrophosphate-detection based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL4033791,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4070450,,0,228.68,0,3.88,4,Clc1cccc(-c2ccnc3[nH]ccc23)c1,IC50,=',1900,nM,5.72,,,UO_0000065,25.02,0.49,1.84,19.95,FALSE,CHEMBL4037917,Inhibition of human full length MTH1 using 8-Oxo-2-dGTP as substrate preincubated for 15 mins followed substrate addition measured after 1 hr by PPilight pyrophosphate-detection based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL4033791,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL3780596,,0,224.31,0,0.82,17,Cc1cnc(N)nc1N(C)CC(C)(C)CO,IC50,=',0.5,nM,9.3,,,UO_0000065,41.47,0.79,8.48,12.36,FALSE,CHEMBL3782136,Inhibition of recombinant MTH1 (unknown origin) assessed as hydrolysis of 8-oxodGTP to 8-oxodGMP and pyrophosphate by PPiLight assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3781662,,0,210.28,0,1.14,13,COCC(C)(C)CNc1ccnc(N)n1,IC50,=',120,nM,6.92,,,UO_0000065,32.91,0.63,5.78,9.47,FALSE,CHEMBL3782136,Inhibition of recombinant MTH1 (unknown origin) assessed as hydrolysis of 8-oxodGTP to 8-oxodGMP and pyrophosphate by PPiLight assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3780307,,0,227.26,0,0.46,9,COc1cnc(N)nc1OCC(C)(C)CO,IC50,=',10,nM,8,,,UO_0000065,35.2,0.68,7.54,8.84,FALSE,CHEMBL3782136,Inhibition of recombinant MTH1 (unknown origin) assessed as hydrolysis of 8-oxodGTP to 8-oxodGMP and pyrophosphate by PPiLight assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3780613,,0,194.28,0,1.83,16,Cc1cnc(N)nc1NCC(C)(C)C,IC50,=',0.5,nM,9.3,,,UO_0000065,47.87,0.91,7.47,14.57,FALSE,CHEMBL3782136,Inhibition of recombinant MTH1 (unknown origin) assessed as hydrolysis of 8-oxodGTP to 8-oxodGMP and pyrophosphate by PPiLight assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3780652,,0,211.26,0,0.76,7,Cc1cc(OCC(C)(C)CO)nc(N)n1,IC50,=',302,nM,6.52,,,UO_0000065,30.86,0.59,5.76,8.02,FALSE,CHEMBL3782136,Inhibition of recombinant MTH1 (unknown origin) assessed as hydrolysis of 8-oxodGTP to 8-oxodGMP and pyrophosphate by PPiLight assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3781493,,0,195.27,0,1.79,6,Cc1cc(OCC(C)(C)C)nc(N)n1,IC50,=',112,nM,6.95,,,UO_0000065,35.6,0.68,5.16,11.39,FALSE,CHEMBL3782136,Inhibition of recombinant MTH1 (unknown origin) assessed as hydrolysis of 8-oxodGTP to 8-oxodGMP and pyrophosphate by PPiLight assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL4061204,,0,263.34,0,3.9,16,c1ccc(C2CCCN2c2ccnc3[nH]ccc23)cc1,IC50,=',5,nM,8.3,,,UO_0000065,31.52,0.57,4.4,26.01,FALSE,CHEMBL4037917,Inhibition of human full length MTH1 using 8-Oxo-2-dGTP as substrate preincubated for 15 mins followed substrate addition measured after 1 hr by PPilight pyrophosphate-detection based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL4033791,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4065372,,0,258.71,0,3.38,14,OCc1cc2c(-c3cccc(Cl)c3)ccnc2[nH]1,IC50,=',1400,nM,5.85,,,UO_0000065,22.63,0.44,2.47,11.97,FALSE,CHEMBL4037917,Inhibition of human full length MTH1 using 8-Oxo-2-dGTP as substrate preincubated for 15 mins followed substrate addition measured after 1 hr by PPilight pyrophosphate-detection based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL4033791,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4096390,,0,271.71,0,2.98,9,NC(=O)c1cc2c(-c3cccc(Cl)c3)ccnc2[nH]1,IC50,=',5800,nM,5.24,,,UO_0000065,19.27,0.38,2.26,7.3,FALSE,CHEMBL4037917,Inhibition of human full length MTH1 using 8-Oxo-2-dGTP as substrate preincubated for 15 mins followed substrate addition measured after 1 hr by PPilight pyrophosphate-detection based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL4033791,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4066892,,0,265.32,0,2.69,28,c1cncc(C2CCCN2c2ccnc3[nH]ncc23)c1,IC50,=',30,nM,7.52,,,UO_0000065,28.35,0.51,4.83,13.04,FALSE,CHEMBL4037917,Inhibition of human full length MTH1 using 8-Oxo-2-dGTP as substrate preincubated for 15 mins followed substrate addition measured after 1 hr by PPilight pyrophosphate-detection based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL4033791,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4074252,,0,234.26,0,3.11,2,c1cc(-c2cnc3[nH]ccc3c2)c2cc[nH]c2n1,IC50,=',2500,nM,5.6,,,UO_0000065,23.91,0.43,2.49,9.77,FALSE,CHEMBL4037917,Inhibition of human full length MTH1 using 8-Oxo-2-dGTP as substrate preincubated for 15 mins followed substrate addition measured after 1 hr by PPilight pyrophosphate-detection based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL4033791,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4087765,,0,253.69,0,3.75,12,N#Cc1cc2c(-c3cccc(Cl)c3)ccnc2[nH]1,IC50,=',5600,nM,5.25,,,UO_0000065,20.7,0.4,1.5,10.01,FALSE,CHEMBL4037917,Inhibition of human full length MTH1 using 8-Oxo-2-dGTP as substrate preincubated for 15 mins followed substrate addition measured after 1 hr by PPilight pyrophosphate-detection based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL4033791,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4089106,,0,260.34,0,2.35,30,COC(C)(C)C1CCCN1c1ccnc2[nH]ncc12,IC50,=',5,nM,8.3,,,UO_0000065,31.89,0.6,5.95,15.36,FALSE,CHEMBL4037917,Inhibition of human full length MTH1 using 8-Oxo-2-dGTP as substrate preincubated for 15 mins followed substrate addition measured after 1 hr by PPilight pyrophosphate-detection based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL4033791,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL3781661,,0,195.27,0,1.79,4; IACS-4619,Cc1cnc(N)nc1OCC(C)(C)C,IC50,=',0.2,nM,9.7,,,UO_0000065,49.67,0.95,7.91,15.89,TRUE,CHEMBL3782136,Inhibition of recombinant MTH1 (unknown origin) assessed as hydrolysis of 8-oxodGTP to 8-oxodGMP and pyrophosphate by PPiLight assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL4087054,,0,190.2,0,1.74,1,CCOC(=O)c1ccnc2[nH]ccc12,IC50,=',9900,nM,5,,,UO_0000065,26.31,0.49,3.26,9.1,FALSE,CHEMBL4037917,Inhibition of human full length MTH1 using 8-Oxo-2-dGTP as substrate preincubated for 15 mins followed substrate addition measured after 1 hr by PPilight pyrophosphate-detection based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL4033791,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL3781387,,0,181.24,0,1.48,3,CC(C)(C)COc1ccnc(N)n1,IC50,=',53,nM,7.28,,,UO_0000065,40.14,0.76,5.8,11.92,FALSE,CHEMBL3782136,Inhibition of recombinant MTH1 (unknown origin) assessed as hydrolysis of 8-oxodGTP to 8-oxodGMP and pyrophosphate by PPiLight assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3781917,,0,210.28,0,0.8,15,Cc1cnc(N)nc1NCC(C)(C)CO,IC50,=',3.1,nM,8.51,,,UO_0000065,40.46,0.77,7.71,10.12,FALSE,CHEMBL3782136,Inhibition of recombinant MTH1 (unknown origin) assessed as hydrolysis of 8-oxodGTP to 8-oxodGMP and pyrophosphate by PPiLight assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL4065153,,0,279.34,0,3.14,18,c1ccc(C2CN(c3ccnc4[nH]ccc34)CCO2)cc1,IC50,=',700,nM,6.16,,,UO_0000065,22.03,0.4,3.01,14.96,FALSE,CHEMBL4037917,Inhibition of human full length MTH1 using 8-Oxo-2-dGTP as substrate preincubated for 15 mins followed substrate addition measured after 1 hr by PPilight pyrophosphate-detection based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL4033791,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4104130,,0,299.76,0,3.63,7,CCNC(=O)c1cc2c(-c3cccc(Cl)c3)ccnc2[nH]1,IC50,=',20,nM,7.7,,,UO_0000065,25.68,0.5,4.07,13.32,FALSE,CHEMBL4037917,Inhibition of human full length MTH1 using 8-Oxo-2-dGTP as substrate preincubated for 15 mins followed substrate addition measured after 1 hr by PPilight pyrophosphate-detection based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL4033791,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4094381,,0,280.33,0,2.54,29,c1ccc(C2COCCN2c2ccnc3[nH]ncc23)cc1,IC50,=',2,nM,8.7,,,UO_0000065,31.03,0.57,6.16,16.1,FALSE,CHEMBL4037917,Inhibition of human full length MTH1 using 8-Oxo-2-dGTP as substrate preincubated for 15 mins followed substrate addition measured after 1 hr by PPilight pyrophosphate-detection based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL4033791,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4104536,,0,229.67,0,3.28,26,Clc1cccc(-c2ccnc3[nH]ncc23)c1,IC50,=',3000,nM,5.52,,,UO_0000065,24.05,0.47,2.24,13.29,FALSE,CHEMBL4037917,Inhibition of human full length MTH1 using 8-Oxo-2-dGTP as substrate preincubated for 15 mins followed substrate addition measured after 1 hr by PPilight pyrophosphate-detection based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL4033791,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL3782004,,0,295.17,0,3.61,TH588,Nc1nc(NC2CC2)cc(-c2cccc(Cl)c2Cl)n1,IC50,=',5,nM,8.3,,,UO_0000065,28.12,0.6,4.69,13,TRUE,CHEMBL3782137,Inhibition of recombinant human MTH1 assessed as hydrolysis of dGTP to dGMP and pyrophosphate after 15 mins by malachite green-based microplate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3782004,,0,295.17,0,3.61,TH588,Nc1nc(NC2CC2)cc(-c2cccc(Cl)c2Cl)n1,IC50,=',10,nM,8,,,UO_0000065,27.1,0.58,4.39,12.53,FALSE,CHEMBL3782136,Inhibition of recombinant MTH1 (unknown origin) assessed as hydrolysis of 8-oxodGTP to 8-oxodGMP and pyrophosphate by PPiLight assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
CHEMBL3781282,,0,196.25,0,0.49,12,CC(C)(CO)CNc1ccnc(N)n1,IC50,=',332,nM,6.48,,,UO_0000065,33.01,0.63,5.99,7.71,FALSE,CHEMBL3782136,Inhibition of recombinant MTH1 (unknown origin) assessed as hydrolysis of 8-oxodGTP to 8-oxodGMP and pyrophosphate by PPiLight assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3708265,"7,8-dihydro-8-oxoguanine triphosphatase",Homo sapiens,SINGLE PROTEIN,CHEMBL3779767,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,None,
