Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4279817,,0,528.61,1,2.44,32,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc(C(N)=O)cc4)n(C)nc3c2=O)CC1)c1ccccc1,IC50,'=',50,nM,7.3,,,UO_0000065,13.81,0.26,4.86,5.36,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4290072,,0,445.56,0,3.38,38,C[C@H](CC(=O)N1CCC(O)(Cn2cnc(Cc3ccccc3)cc2=O)CC1)c1ccccc1,IC50,'=',90000,nM,4.05,,,UO_0000065,9.08,0.17,0.67,5.36,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4290969,,0,441.58,0,1.76,40,C[C@H](CC(=O)N1CCC(O)(Cn2cnc(NCCN(C)C)cc2=O)CC1)c1ccccc1,IC50,'=',120,nM,6.92,,,UO_0000065,15.67,0.3,5.16,7.63,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4280518,,0,490.42,0,3.77,ent-16,C[C@@H](CC(=O)N1CCC(O)(Cn2cnc3c(Br)csc3c2=O)CC1)c1ccccc1,IC50,'=',46000,nM,4.34,,,UO_0000065,8.84,0.2,0.57,5.75,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4284163,,0,476.4,0,3.21,11,O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3c(Br)csc3c2=O)CC1,IC50,'=',13000,nM,4.89,,,UO_0000065,10.26,0.23,1.68,6.48,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4285285,,0,488.39,0,2.44,17,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(Br)n(C)nc3c2=O)CC1)c1ccccc1,IC50,'=',300,nM,6.52,,,UO_0000065,13.36,0.29,4.08,7,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4279391,,0,455.56,0,3.19,39,C[C@H](CC(=O)N1CCC(O)(Cn2cnc(C#Cc3ccccc3)cc2=O)CC1)c1ccccc1,IC50,'=',2800,nM,5.55,,,UO_0000065,12.19,0.22,2.36,7.36,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4292144,,0,483.61,0,1.53,44,C[C@H](CC(=O)N1CCC(O)(Cn2cnc(NCCN3CCOCC3)cc2=O)CC1)c1ccccc1,IC50,'=',1400,nM,5.85,,,UO_0000065,12.1,0.23,4.32,5.86,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4281848,,0,491.59,0,1.8,19,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(C#CC(C)(C)O)n(C)nc3c2=O)CC1)c1ccccc1,IC50,'=',300,nM,6.52,,,UO_0000065,13.27,0.25,4.72,5.75,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4294967,,0,542.68,1,3.41,30,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4cccc(CN(C)C)c4)n(C)nc3c2=O)CC1)c1ccccc1,IC50,'=',75,nM,7.12,,,UO_0000065,13.13,0.24,3.71,7.38,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4283226,,0,485.59,0,3.34,23,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccccc4)n(C)nc3c2=O)CC1)c1ccccc1,IC50,'=',30,nM,7.52,,,UO_0000065,15.49,0.29,4.18,8.07,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4288150,,0,514.63,1,2.8,34,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc(CN)cc4)n(C)nc3c2=O)CC1)c1ccccc1,IC50,'=',6,nM,8.22,,,UO_0000065,15.98,0.3,5.42,6.89,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4286591,,0,451.57,0,2.8,21,CC(C)c1c2ncn(CC3(O)CCN(C(=O)C[C@@H](C)c4ccccc4)CC3)c(=O)c2nn1C,IC50,'=',560,nM,6.25,,,UO_0000065,13.84,0.26,3.45,6.7,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4279330,,0,510.6,1,3.22,26,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4cccc(C#N)c4)n(C)nc3c2=O)CC1)c1ccccc1,IC50,'=',150,nM,6.82,,,UO_0000065,13.36,0.25,3.6,5.83,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4284325,,0,584.72,1,3.18,31,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4cccc(CN5CCOCC5)c4)n(C)nc3c2=O)CC1)c1ccccc1,IC50,'=',250,nM,6.6,,,UO_0000065,11.29,0.21,3.42,6.24,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4287721,,0,515.61,1,2.84,33,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc(CO)cc4)n(C)nc3c2=O)CC1)c1ccccc1,IC50,'=',40,nM,7.4,,,UO_0000065,14.35,0.27,4.56,6.52,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4276903,,0,476.4,0,3.21,10,O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3scc(Br)c3c2=O)CC1,IC50,'=',34000,nM,4.47,,,UO_0000065,9.38,0.21,1.26,5.92,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4291074,,0,475.55,0,2.07,22,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccn[nH]4)n(C)nc3c2=O)CC1)c1ccccc1,IC50,'=',35,nM,7.46,,,UO_0000065,15.68,0.29,5.39,6.11,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4281720,,0,528.61,1,2.44,29,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4cccc(C(N)=O)c4)n(C)nc3c2=O)CC1)c1ccccc1,IC50,'=',30,nM,7.52,,,UO_0000065,14.23,0.26,5.08,5.52,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4289604,,0,501.59,1,3.05,28,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4cccc(O)c4)n(C)nc3c2=O)CC1)c1ccccc1,IC50,'=',39,nM,7.41,,,UO_0000065,14.77,0.27,4.36,6.53,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4287139,,0,455.6,0,2.15,45,C[C@H](CC(=O)N1CCC(O)(Cn2cnc(NCCCN(C)C)cc2=O)CC1)c1ccccc1,IC50,'=',1100,nM,5.96,,,UO_0000065,13.08,0.25,3.81,6.57,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4294359,,0,467.61,0,2.3,46,C[C@H](CC(=O)N1CCC(O)(Cn2cnc(NCCN3CCCC3)cc2=O)CC1)c1ccccc1,IC50,'=',90,nM,7.05,,,UO_0000065,15.07,0.28,4.75,7.77,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4288834,,0,397.5,0,2.44,3,O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3ccsc3c2=O)CC1,IC50,'=',78000,nM,4.11,,,UO_0000065,10.33,0.2,1.67,5.45,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4282043,,0,395.46,0,1.12,7,Cn1ncc2c(=O)n(CC3(O)CCN(C(=O)CCc4ccccc4)CC3)cnc21,IC50,'=',32000,nM,4.5,,,UO_0000065,11.37,0.21,3.37,4.82,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4280723,,0,421.52,0,2.43,13,C#Cc1csc2c(=O)n(CC3(O)CCN(C(=O)CCc4ccccc4)CC3)cnc12,IC50,'=',8000,nM,5.1,,,UO_0000065,12.09,0.23,2.67,6.76,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4288626,,0,473.6,0,4.11,14,O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3c(-c4ccccc4)csc3c2=O)CC1,IC50,'=',10000,nM,5,,,UO_0000065,10.56,0.2,0.89,6.63,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4292475,,0,433.51,0,1.66,18,C#Cc1c2ncn(CC3(O)CCN(C(=O)C[C@@H](C)c4ccccc4)CC3)c(=O)c2nn1C,IC50,'=',240,nM,6.62,,,UO_0000065,15.27,0.28,4.96,7.1,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4294482,,0,449.56,0,2.71,20,C=C(C)c1c2ncn(CC3(O)CCN(C(=O)C[C@@H](C)c4ccccc4)CC3)c(=O)c2nn1C,IC50,'=',330,nM,6.48,,,UO_0000065,14.42,0.27,3.77,6.95,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4280933,,0,381.43,0,1.98,4,O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3occc3c2=O)CC1,IC50,'=',87000,nM,4.06,,,UO_0000065,10.65,0.2,2.08,4.58,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4284493,,0,500.6,1,2.93,25,C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccccc4N)n(C)nc3c2=O)CC1)c1ccccc1,IC50,'=',1400,nM,5.85,,,UO_0000065,11.69,0.22,2.92,4.91,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4291148,,0,397.5,0,2.44,2,O=C(CCc1ccccc1)N1CCC(O)(Cn2cnc3sccc3c2=O)CC1,IC50,'=',23000,nM,4.64,,,UO_0000065,11.67,0.23,2.2,6.15,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4277510,,0,355.44,0,1.79,35,C[C@H](CC(=O)N1CCC(O)(Cn2cnccc2=O)CC1)c1ccccc1,IC50,'=',23000,nM,4.64,,,UO_0000065,13.05,0.24,2.85,6.15,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4291560,,0,384.48,0,1.83,36,CNc1cc(=O)n(CC2(O)CCN(C(=O)C[C@@H](C)c3ccccc3)CC2)cn1,IC50,'=',4200,nM,5.38,,,UO_0000065,13.98,0.26,3.55,6.15,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4283787,,0,568.6,1,3.35,47,Cn1nc2c(=O)n(CC3(O)CCN(C(=O)C[C@H](c4ccccc4)C(F)(F)F)CC3)cnc2c1-c1ccc(CN)cc1,IC50,'=',22,nM,7.66,,,UO_0000065,13.47,0.26,4.31,6.42,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL4286062,,0,514.63,1,2.8,ent-34,C[C@@H](CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc(CN)cc4)n(C)nc3c2=O)CC1)c1ccccc1,IC50,'=',2400,nM,5.62,,,UO_0000065,10.92,0.2,2.82,4.71,FALSE,CHEMBL4255847,Inhibition of USP7 (unknown origin) by biochemical assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2157850,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4251701,1,Scientific Literature,ACS Med Chem Lett,2018,None,
