Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL3902544,,0,318.31,0,-1.16,4k; diastereomeric mixture,COc1ccc(S(=O)(=O)NC(C(=O)O)[C@H](N)C(=O)O)cc1,IC50,'=',31622.78,nM,4.5,,,UO_0000065,14.14,0.29,5.66,2.88,FALSE,CHEMBL3861226,Inhibition of [3H]-D-Asp uptake at human EAAT3 expressed in HEK293 cells measured after 3 mins by TopCount method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL3860066,1,Scientific Literature,J Med Chem,2016,CHEMBL3307715,
CHEMBL4168620,,0,188.14,0,-1.61,(DL-erythro)-19c,N#CCO[C@H](C(=O)O)[C@@H](N)C(=O)O,IC50,'=',28000,nM,4.55,,,UO_0000065,24.2,0.48,6.16,3.41,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4166282,,0,188.14,0,-1.61,(DL-threo)-19c,N#CCO[C@H](C(=O)O)[C@H](N)C(=O)O,IC50,'=',1600,nM,5.8,,,UO_0000065,30.81,0.61,7.41,4.34,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4161764,,0,203.19,0,-0.72,(DL-erythro)-19a,N[C@@H](C(=O)O)[C@H](OCC1CC1)C(=O)O,IC50,'=',97000,nM,4.01,,,UO_0000065,19.75,0.39,4.73,3.65,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4176899,,0,245.26,0,0.13,(DL-erythro)-19b,N[C@@H](C(=O)O)[C@H](OCc1ccsc1)C(=O)O,IC50,'=',30902.95,nM,4.51,,,UO_0000065,18.39,0.38,4.38,4.11,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL480169,,0,398.46,0,2.22,2k,N[C@@H](C[C@@H](CCC(=O)NCC(c1ccccc1)c1ccccc1)C(=O)O)C(=O)O,Ki,'=',3000,nM,5.52,,,UO_0000065,13.86,0.26,3.3,4.26,FALSE,CHEMBL1013069,Inhibition of [3H]D-Asp uptake at human EAAT3 in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1155081,1,Scientific Literature,J. Med. Chem.,2008,CHEMBL3307715,
CHEMBL518313,,0,308.33,0,0.59,2j,N[C@@H](C[C@@H](CCC(=O)NCc1ccccc1)C(=O)O)C(=O)O,Ki,'=',3000,nM,5.52,,,UO_0000065,17.91,0.34,4.93,4.26,FALSE,CHEMBL1013069,Inhibition of [3H]D-Asp uptake at human EAAT3 in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1155081,1,Scientific Literature,J. Med. Chem.,2008,CHEMBL3307715,
CHEMBL500448,,0,177.16,0,-1.52,2a,N[C@@H](C[C@@H](CO)C(=O)O)C(=O)O,Ki,'=',3000,nM,5.52,,,UO_0000065,31.17,0.63,7.04,4.57,FALSE,CHEMBL1013069,Inhibition of [3H]D-Asp uptake at human EAAT3 in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1155081,1,Scientific Literature,J. Med. Chem.,2008,CHEMBL3307715,
CHEMBL446256,,0,267.28,0,0.71,2b,N[C@@H](C[C@@H](COCc1ccccc1)C(=O)O)C(=O)O,Ki,'=',1000,nM,6,,,UO_0000065,22.45,0.43,5.29,5.46,FALSE,CHEMBL1013069,Inhibition of [3H]D-Asp uptake at human EAAT3 in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1155081,1,Scientific Literature,J. Med. Chem.,2008,CHEMBL3307715,
CHEMBL1628669,,0,415.19,0,3.26,6; WAY-213613,N[C@@H](CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(=O)O,IC50,'=',1900,nM,5.72,,,UO_0000065,13.78,0.31,2.46,5.63,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL274323,ASPARTIC ACID,3,133.1,0,-1.13,L-Asp,N[C@@H](CC(=O)O)C(=O)O,IC50,'=',20000,nM,4.7,,,UO_0000065,35.3,0.71,5.83,4.67,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL575060,GLUTAMIC ACID,3,147.13,0,-0.74,Glu,N[C@@H](CCC(=O)O)C(=O)O,Ki,'=',50118.72,nM,4.3,,,UO_0000065,29.23,0.59,5.04,4.27,FALSE,CHEMBL1013069,Inhibition of [3H]D-Asp uptake at human EAAT3 in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL1155081,1,Scientific Literature,J. Med. Chem.,2008,CHEMBL3307715,
CHEMBL458273,,0,223.23,0,0.34,18; L-beta-BA,N[C@H](C(=O)O)[C@H](Cc1ccccc1)C(=O)O,IC50,'=',11000,nM,4.96,,,UO_0000065,22.21,0.42,4.62,4.93,FALSE,CHEMBL3861226,Inhibition of [3H]-D-Asp uptake at human EAAT3 expressed in HEK293 cells measured after 3 mins by TopCount method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL3860066,1,Scientific Literature,J Med Chem,2016,CHEMBL3307715,
CHEMBL3937517,,0,288.28,0,-1.17,4a-B,N[C@H](C(=O)O)[C@H](NS(=O)(=O)c1ccccc1)C(=O)O,IC50,'=',1200,nM,5.92,,,UO_0000065,20.54,0.43,7.09,4.03,FALSE,CHEMBL3861226,Inhibition of [3H]-D-Asp uptake at human EAAT3 expressed in HEK293 cells measured after 3 mins by TopCount method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL3860066,1,Scientific Literature,J Med Chem,2016,CHEMBL3307715,
CHEMBL1231330,,0,149.1,0,-2.16,L-THA,N[C@H](C(=O)O)[C@H](O)C(=O)O,IC50,'=',9600,nM,5.02,,,UO_0000065,33.65,0.69,7.18,4.15,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4159467,,0,203.19,0,-0.72,13a,N[C@H](C(=O)O)[C@H](OCC1CC1)C(=O)O,IC50,'=',3700,nM,5.43,,,UO_0000065,26.73,0.53,6.15,4.94,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4173825,,0,217.22,0,-0.33,13b,N[C@H](C(=O)O)[C@H](OCC1CCC1)C(=O)O,IC50,'=',2137.96,nM,5.67,,,UO_0000065,26.1,0.52,6,5.16,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL1257519,,0,426.35,0,2.34,3a,N[C@H](C(=O)O)[C@H](OCc1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1)C(=O)O,IC50,'=',120,nM,6.92,,,UO_0000065,16.23,0.32,4.58,4.98,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4173045,,0,426.35,0,2.34,3c,N[C@H](C(=O)O)[C@H](OCc1cccc(NC(=O)c2cccc(C(F)(F)F)c2)c1)C(=O)O,IC50,'=',288.4,nM,6.54,,,UO_0000065,15.34,0.3,4.2,4.71,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4162363,,0,426.35,0,2.34,3b,N[C@H](C(=O)O)[C@H](OCc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1)C(=O)O,IC50,'=',524.81,nM,6.28,,,UO_0000065,14.73,0.29,3.94,4.52,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4165811,,0,440.37,0,2.27,3d,N[C@H](C(=O)O)[C@H](OCc1cccc(NC(=O)Cc2ccc(C(F)(F)F)cc2)c1)C(=O)O,IC50,'=',130,nM,6.89,,,UO_0000065,15.64,0.3,4.62,4.96,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4176427,,0,454.4,0,2.66,3e,N[C@H](C(=O)O)[C@H](OCc1cccc(NC(=O)CCc2ccc(C(F)(F)F)cc2)c1)C(=O)O,IC50,'=',110,nM,6.96,,,UO_0000065,15.31,0.3,4.3,5.01,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4165574,,0,231.25,0,0.06,13c,N[C@H](C(=O)O)[C@H](OCC1CCCC1)C(=O)O,IC50,'=',2691.53,nM,5.57,,,UO_0000065,24.09,0.48,5.51,5.07,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4176482,,0,521.31,1,4.46,8,N[C@H](C(=O)O)[C@H](OCc1ccccc1)C(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1,IC50,'=',94,nM,7.03,,,UO_0000065,13.48,0.29,2.57,6.34,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4177507,,0,402.45,0,3.19,9,N[C@H](C(=O)O)[C@H](OCc1ccccc1)C(=O)Nc1ccc2c(c1)Cc1ccccc1-2,IC50,'=',54.95,nM,7.26,,,UO_0000065,18.04,0.33,4.07,7.14,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL79140,,0,239.23,0,0.07,TBOA,N[C@H](C(=O)O)[C@H](OCc1ccccc1)C(=O)O,IC50,'=',3700,nM,5.43,,,UO_0000065,22.71,0.44,5.36,4.94,TRUE,CHEMBL3861226,Inhibition of [3H]-D-Asp uptake at human EAAT3 expressed in HEK293 cells measured after 3 mins by TopCount method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL3860066,1,Scientific Literature,J Med Chem,2016,CHEMBL3307715,
CHEMBL4163625,,0,259.3,0,0.84,13e,N[C@H](C(=O)O)[C@H](OCC1CCCCCC1)C(=O)O,IC50,'=',11000,nM,4.96,,,UO_0000065,19.12,0.38,4.12,4.51,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4166545,,0,229.19,0,-0.34,13j,N[C@H](C(=O)O)[C@H](OCc1ccco1)C(=O)O,IC50,'=',1621.81,nM,5.79,,,UO_0000065,25.26,0.49,6.13,4.71,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4163105,,0,245.26,0,0.13,13h,N[C@H](C(=O)O)[C@H](OCc1cccs1)C(=O)O,IC50,'=',1200,nM,5.92,,,UO_0000065,24.14,0.51,5.79,5.39,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4177165,,0,229.19,0,-0.34,13i,N[C@H](C(=O)O)[C@H](OCc1ccoc1)C(=O)O,IC50,'=',1202.26,nM,5.92,,,UO_0000065,25.83,0.51,6.26,4.81,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4169695,,0,245.26,0,0.13,(DL-threo)-19b,N[C@H](C(=O)O)[C@H](OCc1ccsc1)C(=O)O,IC50,'=',1584.89,nM,5.8,,,UO_0000065,23.65,0.5,5.67,5.28,FALSE,CHEMBL4150968,Inhibition of human EAAT3 expressed in HEK293 cells assessed as reduction in [3H]-D-Asp uptake incubated for 4 mins by scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL4145652,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL3920886,,0,342.25,0,-0.75,4z; diastereomeric mixture,N[C@H](C(=O)O)C(NS(=O)(=O)c1cc(F)c(F)cc1F)C(=O)O,IC50,'=',10471.29,nM,4.98,,,UO_0000065,14.55,0.31,5.73,3.39,FALSE,CHEMBL3861226,Inhibition of [3H]-D-Asp uptake at human EAAT3 expressed in HEK293 cells measured after 3 mins by TopCount method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2721,Excitatory amino acid transporter 3,Homo sapiens,SINGLE PROTEIN,CHEMBL3860066,1,Scientific Literature,J Med Chem,2016,CHEMBL3307715,
