Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4570557,,0,500.58,1,2.98,L31,CCNC(=O)c1cc(OCCO)c(Nc2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)cc1F,IC50,'=',7.99,nM,8.1,,,UO_0000065,16.18,0.31,5.12,6.75,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4531932,,0,522.65,1,3.77,L10,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3OCCO)nc2N1C1CCCC1,IC50,'=',9.31,nM,8.03,,,UO_0000065,15.37,0.29,4.26,6.7,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4519294,,0,538.65,1,3,L12,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCOCC4)cc3OCCO)nc2N1C1CCCC1,IC50,'=',9.42,nM,8.03,,,UO_0000065,14.9,0.28,5.03,6.21,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4456400,,0,486.55,0,2.59,L30,CC[C@@H]1C(=O)N(C)c2cnc(Nc3cc(F)c(C(=O)NC)cc3OCCO)nc2N1C1CCCC1,IC50,'=',9.97,nM,8,,,UO_0000065,16.44,0.31,5.41,6.67,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4436925,,0,506.65,1,3.93,L9,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3CCO)nc2N1C1CCCC1,IC50,'=',10.17,nM,7.99,,,UO_0000065,15.78,0.3,4.06,7.22,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4447495,,0,598.72,1,2.21,L35,CC[C@@H]1C(=O)N(C)c2cnc(Nc3cc(F)c(C(=O)NCCN4CCN(C)CC4)cc3OCCO)nc2N1C1CCCC1,IC50,'=',10.17,nM,7.99,,,UO_0000065,13.35,0.25,5.78,6.32,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4592698,,0,492.62,0,4.41,L1,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3OC)nc2N1C1CCCC1,IC50,'=',13.97,nM,7.86,,,UO_0000065,15.94,0.3,3.44,7.88,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4566834,,0,468.56,0,2.45,L16,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC)cc3OCCO)nc2N1C1CCCC1,IC50,'=',15.66,nM,7.8,,,UO_0000065,16.66,0.31,5.36,6.51,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4166771,,0,444.56,0,2.63,C2,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(S(=O)(=O)NC)cc3)nc2N1C1CCCC1,IC50,'=',16.05,nM,7.79,,,UO_0000065,17.53,0.34,5.16,7.25,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4515187,,0,579.75,1,3.7,L13,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C(C)C)CC4)cc3OCCO)nc2N1C1CCCC1,IC50,'=',17.29,nM,7.76,,,UO_0000065,13.39,0.25,4.06,6.3,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4529398,,0,567.69,1,2.16,L23,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NCCN4CCOCC4)cc3OCCO)nc2N1C1CCCC1,IC50,'=',17.9,nM,7.75,,,UO_0000065,13.65,0.26,5.59,5.85,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4573833,,0,585.68,1,2.3,L36,CC[C@@H]1C(=O)N(C)c2cnc(Nc3cc(F)c(C(=O)NCCN4CCOCC4)cc3OCCO)nc2N1C1CCCC1,IC50,'=',20,nM,7.7,,,UO_0000065,13.15,0.25,5.4,5.82,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4461041,,0,454.53,0,2.19,L15,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(N)=O)cc3OCCO)nc2N1C1CCCC1,IC50,'=',20.72,nM,7.68,,,UO_0000065,16.9,0.32,5.49,5.74,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4576641,,0,580.73,1,2.07,L22,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NCCN4CCN(C)CC4)cc3OCCO)nc2N1C1CCCC1,IC50,'=',21.21,nM,7.67,,,UO_0000065,13.21,0.25,5.6,6.07,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4545446,,0,482.59,0,2.85,L17,CCNC(=O)c1ccc(Nc2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)c(OCCO)c1,IC50,'=',21.38,nM,7.67,,,UO_0000065,15.89,0.3,4.82,6.4,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4176983,,0,474.59,0,1.99,C8,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(S(=O)(=O)NCCO)cc3)nc2N1C1CCCC1,IC50,'=',24.76,nM,7.61,,,UO_0000065,16.03,0.31,5.62,5.95,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4442768,,0,543.64,1,2.52,L38,CC[C@@H]1C(=O)N(C)c2cnc(Nc3cc(F)c(C(=O)NC4CCN(C)CC4)cc3OCCO)nc2N1C(C)C,IC50,'=',26.77,nM,7.57,,,UO_0000065,13.93,0.27,5.05,6.15,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4574255,,0,494.6,0,2.99,L19,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CC4)cc3OCCO)nc2N1C1CCCC1,IC50,'=',30.31,nM,7.52,,,UO_0000065,15.2,0.29,4.53,6.27,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4169129,,0,488.61,0,2.38,C9,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(S(=O)(=O)NCCCO)cc3)nc2N1C1CCCC1,IC50,'=',33.1,nM,7.48,,,UO_0000065,15.31,0.3,5.1,5.85,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4177399,,0,472.62,0,3.41,C3,CCCNS(=O)(=O)c1ccc(Nc2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)cc1,IC50,'=',34.72,nM,7.46,,,UO_0000065,15.78,0.31,4.05,6.94,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4453584,,0,510.64,1,3.63,L21,CCCCNC(=O)c1ccc(Nc2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)c(OCCO)c1,IC50,'=',34.94,nM,7.46,,,UO_0000065,14.6,0.28,3.83,6.22,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4449123,,0,525.65,1,2.39,L24,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NCCN(C)C)cc3OCCO)nc2N1C1CCCC1,IC50,'=',38.02,nM,7.42,,,UO_0000065,14.12,0.27,5.03,6.02,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4170176,,0,486.64,0,3.8,C4,CCCCNS(=O)(=O)c1ccc(Nc2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)cc1,IC50,'=',40.7,nM,7.39,,,UO_0000065,15.19,0.3,3.59,6.87,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4574072,,0,496.61,0,3.24,L20,CCCNC(=O)c1ccc(Nc2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)c(OCCO)c1,IC50,'=',40.74,nM,7.39,,,UO_0000065,14.88,0.28,4.15,6.16,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4175722,,0,486.62,0,4.6,C26,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccc4cc(C(=O)NC5CCCC5)ccc43)nc2N1C1CCCC1,IC50,'=',43.41,nM,7.36,,,UO_0000065,15.13,0.28,2.76,8.83,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4162262,,0,486.64,0,3.66,C5,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(S(=O)(=O)NCC(C)C)cc3)nc2N1C1CCCC1,IC50,'=',46.58,nM,7.33,,,UO_0000065,15.07,0.29,3.67,6.82,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4450564,,0,478.6,0,4.38,L4,CC[C@@H]1C(=O)Nc2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3OC)nc2N1C1CCCC1,IC50,'=',52.06,nM,7.28,,,UO_0000065,15.22,0.28,2.9,6.71,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4173620,,0,498.65,0,3.95,C6,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(S(=O)(=O)NC4CCCC4)cc3)nc2N1C1CCCC1,IC50,'=',52.37,nM,7.28,,,UO_0000065,14.6,0.28,3.33,6.77,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4541823,,0,530.6,1,2.61,L39,CC[C@@H]1C(=O)N(C)c2cnc(Nc3cc(F)c(C(=O)NC4CCOCC4)cc3OCCO)nc2N1C(C)C,IC50,'=',52.61,nM,7.28,,,UO_0000065,13.72,0.26,4.67,5.64,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
